period,region,demand,lag_1,lag_7,lag_14
2025-10-07,Queens,127411,136413.0,127071.0,117134.0
2025-10-07,Staten Island,9492,9549.0,9615.0,8492.0
2025-10-08,Bronx,86803,78265.0,82146.0,73093.0
2025-10-08,Brooklyn,155484,139167.0,152404.0,141309.0
2025-10-08,EWR,0,0.0,0.0,0.0
2025-10-08,Manhattan,273871,238018.0,229041.0,233475.0
2025-10-08,Queens,138489,127411.0,128235.0,128496.0
2025-10-08,Staten Island,10495,9492.0,10101.0,8931.0
2025-10-09,Bronx,89230,86803.0,81522.0,84319.0
2025-10-09,Brooklyn,175370,155484.0,153517.0,168618.0
2025-10-09,EWR,0,0.0,0.0,0.0
2025-10-09,Manhattan,265567,273871.0,238315.0,267308.0
2025-10-09,Queens,145900,138489.0,128116.0,143727.0
2025-10-09,Staten Island,11133,10495.0,9375.0,10571.0
2025-10-10,Bronx,98763,89230.0,95673.0,93314.0
2025-10-10,Brooklyn,197658,175370.0,190229.0,189927.0
2025-10-10,EWR,0,0.0,0.0,0.0
2025-10-10,Manhattan,279395,265567.0,262788.0,262909.0
2025-10-10,Queens,160245,145900.0,150924.0,158650.0
2025-10-10,Staten Island,12501,11133.0,11971.0,11703.0
2025-10-11,Bronx,92874,98763.0,93756.0,90900.0
2025-10-11,Brooklyn,231778,197658.0,221393.0,225527.0
2025-10-11,EWR,0,0.0,0.0,0.0
2025-10-11,Manhattan,317122,279395.0,292985.0,300205.0
2025-10-11,Queens,154825,160245.0,153295.0,158555.0
2025-10-11,Staten Island,10999,12501.0,11051.0,10587.0
2025-10-12,Bronx,78887,92874.0,78839.0,78246.0
2025-10-12,Brooklyn,209194,231778.0,189737.0,193383.0
2025-10-12,EWR,0,0.0,0.0,2.0
2025-10-12,Manhattan,272231,317122.0,235202.0,240204.0
2025-10-12,Queens,147654,154825.0,148029.0,150787.0
2025-10-12,Staten Island,8694,10999.0,8586.0,8722.0
2025-10-13,Bronx,69910,78887.0,76113.0,73785.0
2025-10-13,Brooklyn,150871,209194.0,139751.0,142222.0
2025-10-13,EWR,1,0.0,0.0,0.0
2025-10-13,Manhattan,227181,272231.0,209463.0,207031.0
2025-10-13,Queens,134960,147654.0,136413.0,132543.0
2025-10-13,Staten Island,8171,8694.0,9549.0,9226.0
2025-10-14,Bronx,78539,69910.0,78265.0,77615.0
2025-10-14,Brooklyn,143088,150871.0,139167.0,147064.0
2025-10-14,EWR,0,1.0,0.0,0.0
2025-10-14,Manhattan,245359,227181.0,238018.0,225307.0
2025-10-14,Queens,137901,134960.0,127411.0,127071.0
2025-10-14,Staten Island,9778,8171.0,9492.0,9615.0
2025-10-15,Bronx,82525,78539.0,86803.0,82146.0
2025-10-15,Brooklyn,155051,143088.0,155484.0,152404.0
2025-10-15,EWR,0,0.0,0.0,0.0
2025-10-15,Manhattan,260233,245359.0,273871.0,229041.0
2025-10-15,Queens,137693,137901.0,138489.0,128235.0
2025-10-15,Staten Island,10343,9778.0,10495.0,10101.0
2025-10-16,Bronx,89540,82525.0,89230.0,81522.0
2025-10-16,Brooklyn,180523,155051.0,175370.0,153517.0
2025-10-16,EWR,0,0.0,0.0,0.0
2025-10-16,Manhattan,275353,260233.0,265567.0,238315.0
2025-10-16,Queens,146027,137693.0,145900.0,128116.0
2025-10-16,Staten Island,11017,10343.0,11133.0,9375.0
2025-10-17,Bronx,99388,89540.0,98763.0,95673.0
2025-10-17,Brooklyn,204407,180523.0,197658.0,190229.0
2025-10-17,EWR,0,0.0,0.0,0.0
2025-10-17,Manhattan,285432,275353.0,279395.0,262788.0
2025-10-17,Queens,161044,146027.0,160245.0,150924.0
2025-10-17,Staten Island,12424,11017.0,12501.0,11971.0
2025-10-18,Bronx,95818,99388.0,92874.0,93756.0
2025-10-18,Brooklyn,227448,204407.0,231778.0,221393.0
2025-10-18,EWR,0,0.0,0.0,0.0
2025-10-18,Manhattan,300207,285432.0,317122.0,292985.0
2025-10-18,Queens,165196,161044.0,154825.0,153295.0
2025-10-18,Staten Island,11567,12424.0,10999.0,11051.0
2025-10-19,Bronx,82768,95818.0,78887.0,78839.0
2025-10-19,Brooklyn,196739,227448.0,209194.0,189737.0
2025-10-19,EWR,0,0.0,0.0,0.0
2025-10-19,Manhattan,249534,300207.0,272231.0,235202.0
2025-10-19,Queens,155932,165196.0,147654.0,148029.0
2025-10-19,Staten Island,9051,11567.0,8694.0,8586.0
2025-10-20,Bronx,74763,82768.0,69910.0,76113.0
2025-10-20,Brooklyn,147217,196739.0,150871.0,139751.0
2025-10-20,EWR,0,0.0,1.0,0.0
2025-10-20,Manhattan,220851,249534.0,227181.0,209463.0
2025-10-20,Queens,135529,155932.0,134960.0,136413.0
2025-10-20,Staten Island,8989,9051.0,8171.0,9549.0
2025-10-21,Bronx,78848,74763.0,78539.0,78265.0
2025-10-21,Brooklyn,150840,147217.0,143088.0,139167.0
2025-10-21,EWR,0,0.0,0.0,0.0
2025-10-21,Manhattan,235031,220851.0,245359.0,238018.0
2025-10-21,Queens,132915,135529.0,137901.0,127411.0
2025-10-21,Staten Island,9857,8989.0,9778.0,9492.0
2025-10-22,Bronx,83095,78848.0,82525.0,86803.0
2025-10-22,Brooklyn,161542,150840.0,155051.0,155484.0
2025-10-22,EWR,0,0.0,0.0,0.0
2025-10-22,Manhattan,255553,235031.0,260233.0,273871.0
2025-10-22,Queens,137186,132915.0,137693.0,138489.0
2025-10-22,Staten Island,10536,9857.0,10343.0,10495.0
2025-10-23,Bronx,90292,83095.0,89540.0,89230.0
2025-10-23,Brooklyn,175004,161542.0,180523.0,175370.0
2025-10-23,EWR,0,0.0,0.0,0.0
2025-10-23,Manhattan,272166,255553.0,275353.0,265567.0
2025-10-23,Queens,144931,137186.0,146027.0,145900.0
2025-10-23,Staten Island,11044,10536.0,11017.0,11133.0
2025-10-24,Bronx,100179,90292.0,99388.0,98763.0
2025-10-24,Brooklyn,207464,175004.0,204407.0,197658.0
2025-10-24,EWR,0,0.0,0.0,0.0
2025-10-24,Manhattan,282802,272166.0,285432.0,279395.0
2025-10-24,Queens,163294,144931.0,161044.0,160245.0
2025-10-24,Staten Island,12459,11044.0,12424.0,12501.0
2025-10-25,Bronx,95651,100179.0,95818.0,92874.0
2025-10-25,Brooklyn,240231,207464.0,227448.0,231778.0
2025-10-25,EWR,0,0.0,0.0,0.0
2025-10-25,Manhattan,316147,282802.0,300207.0,317122.0
2025-10-25,Queens,166415,163294.0,165196.0,154825.0
2025-10-25,Staten Island,11668,12459.0,11567.0,10999.0
2025-10-26,Bronx,80702,95651.0,82768.0,78887.0
2025-10-26,Brooklyn,204062,240231.0,196739.0,209194.0
2025-10-26,EWR,0,0.0,0.0,0.0
2025-10-26,Manhattan,258516,316147.0,249534.0,272231.0
2025-10-26,Queens,155626,166415.0,155932.0,147654.0
2025-10-26,Staten Island,9347,11668.0,9051.0,8694.0
2025-10-27,Bronx,77736,80702.0,74763.0,69910.0
2025-10-27,Brooklyn,154198,204062.0,147217.0,150871.0
2025-10-27,EWR,0,0.0,0.0,1.0
2025-10-27,Manhattan,217317,258516.0,220851.0,227181.0
2025-10-27,Queens,137063,155626.0,135529.0,134960.0
2025-10-27,Staten Island,9856,9347.0,8989.0,8171.0
2025-10-28,Bronx,78286,77736.0,78848.0,78539.0
2025-10-28,Brooklyn,156800,154198.0,150840.0,143088.0
2025-10-28,EWR,0,0.0,0.0,0.0
2025-10-28,Manhattan,243834,217317.0,235031.0,245359.0
2025-10-28,Queens,130875,137063.0,132915.0,137901.0
2025-10-28,Staten Island,9836,9856.0,9857.0,9778.0
2025-10-29,Bronx,81518,78286.0,83095.0,82525.0
2025-10-29,Brooklyn,166529,156800.0,161542.0,155051.0
2025-10-29,EWR,0,0.0,0.0,0.0
2025-10-29,Manhattan,262018,243834.0,255553.0,260233.0
2025-10-29,Queens,135402,130875.0,137186.0,137693.0
2025-10-29,Staten Island,10432,9836.0,10536.0,10343.0
2025-10-30,Bronx,97738,81518.0,90292.0,89540.0
2025-10-30,Brooklyn,206156,166529.0,175004.0,180523.0
2025-10-30,EWR,0,0.0,0.0,0.0
2025-10-30,Manhattan,301490,262018.0,272166.0,275353.0
2025-10-30,Queens,164401,135402.0,144931.0,146027.0
2025-10-30,Staten Island,12158,10432.0,11044.0,11017.0
2025-10-31,Bronx,109066,97738.0,100179.0,99388.0
2025-10-31,Brooklyn,247804,206156.0,207464.0,204407.0
2025-10-31,EWR,0,0.0,0.0,0.0
2025-10-31,Manhattan,294824,301490.0,282802.0,285432.0
2025-10-31,Queens,190046,164401.0,163294.0,161044.0
2025-10-31,Staten Island,14680,12158.0,12459.0,12424.0
2025-11-01,Bronx,98179,109066.0,95651.0,95818.0
2025-11-01,Brooklyn,274933,247804.0,240231.0,227448.0
2025-11-01,EWR,0,0.0,0.0,0.0
2025-11-01,Manhattan,362886,294824.0,316147.0,300207.0
2025-11-01,Queens,180126,190046.0,166415.0,165196.0
2025-11-01,Staten Island,12402,14680.0,11668.0,11567.0
2025-11-02,Bronx,78293,98179.0,80702.0,82768.0
2025-11-02,Brooklyn,205219,274933.0,204062.0,196739.0
2025-11-02,EWR,0,0.0,0.0,0.0
2025-11-02,Manhattan,269474,362886.0,258516.0,249534.0
2025-11-02,Queens,149599,180126.0,155626.0,155932.0
2025-11-02,Staten Island,9534,12402.0,9347.0,9051.0
2025-11-03,Bronx,77347,78293.0,77736.0,74763.0
2025-11-03,Brooklyn,151919,205219.0,154198.0,147217.0
2025-11-03,EWR,1,0.0,0.0,0.0
2025-11-03,Manhattan,223793,269474.0,217317.0,220851.0
2025-11-03,Queens,132443,149599.0,137063.0,135529.0
2025-11-03,Staten Island,9965,9534.0,9856.0,8989.0
2025-11-04,Bronx,73648,77347.0,78286.0,78848.0
2025-11-04,Brooklyn,154064,151919.0,156800.0,150840.0
2025-11-04,EWR,0,1.0,0.0,0.0
2025-11-04,Manhattan,233462,223793.0,243834.0,235031.0
2025-11-04,Queens,124613,132443.0,130875.0,132915.0
2025-11-04,Staten Island,9496,9965.0,9836.0,9857.0
2025-11-05,Bronx,80324,73648.0,81518.0,83095.0
2025-11-05,Brooklyn,161479,154064.0,166529.0,161542.0
2025-11-05,EWR,0,0.0,0.0,0.0
2025-11-05,Manhattan,254470,233462.0,262018.0,255553.0
2025-11-05,Queens,135321,124613.0,135402.0,137186.0
2025-11-05,Staten Island,10416,9496.0,10432.0,10536.0
2025-11-06,Bronx,88133,80324.0,97738.0,90292.0
2025-11-06,Brooklyn,177296,161479.0,206156.0,175004.0
2025-11-06,EWR,0,0.0,0.0,0.0
2025-11-06,Manhattan,283449,254470.0,301490.0,272166.0
2025-11-06,Queens,142104,135321.0,164401.0,144931.0
2025-11-06,Staten Island,10998,10416.0,12158.0,11044.0
2025-11-07,Bronx,97696,88133.0,109066.0,100179.0
2025-11-07,Brooklyn,199199,177296.0,247804.0,207464.0
2025-11-07,EWR,0,0.0,0.0,0.0
2025-11-07,Manhattan,287140,283449.0,294824.0,282802.0
2025-11-07,Queens,158146,142104.0,190046.0,163294.0
2025-11-07,Staten Island,12060,10998.0,14680.0,12459.0
2025-11-08,Bronx,91120,97696.0,98179.0,95651.0
2025-11-08,Brooklyn,224485,199199.0,274933.0,240231.0
2025-11-08,EWR,0,0.0,0.0,0.0
2025-11-08,Manhattan,309848,287140.0,362886.0,316147.0
2025-11-08,Queens,156059,158146.0,180126.0,166415.0
2025-11-08,Staten Island,11082,12060.0,12402.0,11668.0
2025-11-09,Bronx,78132,91120.0,78293.0,80702.0
2025-11-09,Brooklyn,199822,224485.0,205219.0,204062.0
2025-11-09,EWR,0,0.0,0.0,0.0
2025-11-09,Manhattan,262439,309848.0,269474.0,258516.0
2025-11-09,Queens,144867,156059.0,149599.0,155626.0
2025-11-09,Staten Island,8693,11082.0,9534.0,9347.0
2025-11-10,Bronx,82526,78132.0,77347.0,77736.0
2025-11-10,Brooklyn,163440,199822.0,151919.0,154198.0
2025-11-10,EWR,0,0.0,1.0,0.0
2025-11-10,Manhattan,240653,262439.0,223793.0,217317.0
2025-11-10,Queens,145074,144867.0,132443.0,137063.0
2025-11-10,Staten Island,10218,8693.0,9965.0,9856.0
2025-11-11,Bronx,72838,82526.0,73648.0,78286.0
2025-11-11,Brooklyn,162983,163440.0,154064.0,156800.0
2025-11-11,EWR,0,0.0,0.0,0.0
2025-11-11,Manhattan,244830,240653.0,233462.0,243834.0
2025-11-11,Queens,130805,145074.0,124613.0,130875.0
2025-11-11,Staten Island,9258,10218.0,9496.0,9836.0
2025-11-12,Bronx,82212,72838.0,80324.0,81518.0
2025-11-12,Brooklyn,163767,162983.0,161479.0,166529.0
2025-11-12,EWR,0,0.0,0.0,0.0
2025-11-12,Manhattan,259314,244830.0,254470.0,262018.0
2025-11-12,Queens,135443,130805.0,135321.0,135402.0
2025-11-12,Staten Island,10570,9258.0,10416.0,10432.0
2025-11-13,Bronx,89761,82212.0,88133.0,97738.0
2025-11-13,Brooklyn,179892,163767.0,177296.0,206156.0
2025-11-13,EWR,0,0.0,0.0,0.0
2025-11-13,Manhattan,286036,259314.0,283449.0,301490.0
2025-11-13,Queens,143932,135443.0,142104.0,164401.0
2025-11-13,Staten Island,11152,10570.0,10998.0,12158.0
2025-11-14,Bronx,100113,89761.0,97696.0,109066.0
2025-11-14,Brooklyn,204998,179892.0,199199.0,247804.0
2025-11-14,EWR,0,0.0,0.0,0.0
2025-11-14,Manhattan,299831,286036.0,287140.0,294824.0
2025-11-14,Queens,159777,143932.0,158146.0,190046.0
2025-11-14,Staten Island,12566,11152.0,12060.0,14680.0
2025-11-15,Bronx,99940,100113.0,91120.0,98179.0
2025-11-15,Brooklyn,238209,204998.0,224485.0,274933.0
2025-11-15,EWR,0,0.0,0.0,0.0
2025-11-15,Manhattan,329571,299831.0,309848.0,362886.0
2025-11-15,Queens,160220,159777.0,156059.0,180126.0
2025-11-15,Staten Island,11329,12566.0,11082.0,12402.0
2025-11-16,Bronx,84633,99940.0,78132.0,78293.0
2025-11-16,Brooklyn,208790,238209.0,199822.0,205219.0
2025-11-16,EWR,0,0.0,0.0,0.0
2025-11-16,Manhattan,264050,329571.0,262439.0,269474.0
2025-11-16,Queens,150342,160220.0,144867.0,149599.0
2025-11-16,Staten Island,8802,11329.0,8693.0,9534.0
2025-11-17,Bronx,82915,84633.0,82526.0,77347.0
2025-11-17,Brooklyn,160127,208790.0,163440.0,151919.0
2025-11-17,EWR,0,0.0,0.0,1.0
2025-11-17,Manhattan,233053,264050.0,240653.0,223793.0
2025-11-17,Queens,141888,150342.0,145074.0,132443.0
2025-11-17,Staten Island,10412,8802.0,10218.0,9965.0
2025-11-18,Bronx,81319,82915.0,72838.0,73648.0
2025-11-18,Brooklyn,159411,160127.0,162983.0,154064.0
2025-11-18,EWR,0,0.0,0.0,0.0
2025-11-18,Manhattan,250782,233053.0,244830.0,233462.0
2025-11-18,Queens,134705,141888.0,130805.0,124613.0
2025-11-18,Staten Island,10289,10412.0,9258.0,9496.0
2025-11-19,Bronx,86745,81319.0,82212.0,80324.0
2025-11-19,Brooklyn,177647,159411.0,163767.0,161479.0
2025-11-19,EWR,0,0.0,0.0,0.0
2025-11-19,Manhattan,273635,250782.0,259314.0,254470.0
2025-11-19,Queens,143226,134705.0,135443.0,135321.0
2025-11-19,Staten Island,11195,10289.0,10570.0,10416.0
2025-11-20,Bronx,93353,86745.0,89761.0,88133.0
2025-11-20,Brooklyn,185987,177647.0,179892.0,177296.0
2025-11-20,EWR,0,0.0,0.0,0.0
2025-11-20,Manhattan,281319,273635.0,286036.0,283449.0
2025-11-20,Queens,146108,143226.0,143932.0,142104.0
2025-11-20,Staten Island,11646,11195.0,11152.0,10998.0
2025-11-21,Bronx,104713,93353.0,100113.0,97696.0
2025-11-21,Brooklyn,213498,185987.0,204998.0,199199.0
2025-11-21,EWR,0,0.0,0.0,0.0
2025-11-21,Manhattan,284856,281319.0,299831.0,287140.0
2025-11-21,Queens,164928,146108.0,159777.0,158146.0
2025-11-21,Staten Island,13074,11646.0,12566.0,12060.0
2025-11-22,Bronx,100287,104713.0,99940.0,91120.0
2025-11-22,Brooklyn,242649,213498.0,238209.0,224485.0
2025-11-22,EWR,0,0.0,0.0,0.0
2025-11-22,Manhattan,309759,284856.0,329571.0,309848.0
2025-11-22,Queens,166762,164928.0,160220.0,156059.0
2025-11-22,Staten Island,11379,13074.0,11329.0,11082.0
2025-11-23,Bronx,85342,100287.0,84633.0,78132.0
2025-11-23,Brooklyn,207331,242649.0,208790.0,199822.0
2025-11-23,EWR,0,0.0,0.0,0.0
2025-11-23,Manhattan,249306,309759.0,264050.0,262439.0
2025-11-23,Queens,149286,166762.0,150342.0,144867.0
2025-11-23,Staten Island,9208,11379.0,8802.0,8693.0
2025-11-24,Bronx,83355,85342.0,82915.0,82526.0
2025-11-24,Brooklyn,159308,207331.0,160127.0,163440.0
2025-11-24,EWR,0,0.0,0.0,0.0
2025-11-24,Manhattan,206300,249306.0,233053.0,240653.0
2025-11-24,Queens,132223,149286.0,141888.0,145074.0
2025-11-24,Staten Island,10681,9208.0,10412.0,10218.0
2025-11-25,Bronx,92930,83355.0,81319.0,72838.0
2025-11-25,Brooklyn,182102,159308.0,159411.0,162983.0
2025-11-25,EWR,0,0.0,0.0,0.0
2025-11-25,Manhattan,234921,206300.0,250782.0,244830.0
2025-11-25,Queens,143530,132223.0,134705.0,130805.0
2025-11-25,Staten Island,11848,10681.0,10289.0,9258.0
2025-11-26,Bronx,99112,92930.0,86745.0,82212.0
2025-11-26,Brooklyn,185071,182102.0,177647.0,163767.0
2025-11-26,EWR,0,0.0,0.0,0.0
2025-11-26,Manhattan,214355,234921.0,273635.0,259314.0
2025-11-26,Queens,152861,143530.0,143226.0,135443.0
2025-11-26,Staten Island,13843,11848.0,11195.0,10570.0
2025-11-27,Bronx,118151,99112.0,93353.0,89761.0
2025-11-27,Brooklyn,191696,185071.0,185987.0,179892.0
2025-11-27,EWR,0,0.0,0.0,0.0
2025-11-27,Manhattan,191483,214355.0,281319.0,286036.0
2025-11-27,Queens,148414,152861.0,146108.0,143932.0
2025-11-27,Staten Island,11771,13843.0,11646.0,11152.0
2025-11-28,Bronx,99332,118151.0,104713.0,100113.0
2025-11-28,Brooklyn,164627,191696.0,213498.0,204998.0
2025-11-28,EWR,0,0.0,0.0,0.0
2025-11-28,Manhattan,190420,191483.0,284856.0,299831.0
2025-11-28,Queens,140495,148414.0,164928.0,159777.0
2025-11-28,Staten Island,10740,11771.0,13074.0,12566.0
2025-11-29,Bronx,86845,99332.0,100287.0,99940.0
2025-11-29,Brooklyn,176290,164627.0,242649.0,238209.0
2025-11-29,EWR,0,0.0,0.0,0.0
2025-11-29,Manhattan,219443,190420.0,309759.0,329571.0
2025-11-29,Queens,148459,140495.0,166762.0,160220.0
2025-11-29,Staten Island,10507,10740.0,11379.0,11329.0
2025-11-30,Bronx,76858,86845.0,85342.0,84633.0
2025-11-30,Brooklyn,175111,176290.0,207331.0,208790.0
2025-11-30,EWR,0,0.0,0.0,0.0
2025-11-30,Manhattan,212560,219443.0,249306.0,264050.0
2025-11-30,Queens,150940,148459.0,149286.0,150342.0
2025-11-30,Staten Island,8508,10507.0,9208.0,8802.0
2025-12-01,Bronx,82383,76858.0,83355.0,82915.0
2025-12-01,Brooklyn,156454,175111.0,159308.0,160127.0
2025-12-01,EWR,0,0.0,0.0,0.0
2025-12-01,Manhattan,211771,212560.0,206300.0,233053.0
2025-12-01,Queens,149188,150940.0,132223.0,141888.0
2025-12-01,Staten Island,10551,8508.0,10681.0,10412.0
2025-12-02,Bronx,88547,82383.0,92930.0,81319.0
2025-12-02,Brooklyn,180282,156454.0,182102.0,159411.0
2025-12-02,EWR,0,0.0,0.0,0.0
2025-12-02,Manhattan,279117,211771.0,234921.0,250782.0
2025-12-02,Queens,155968,149188.0,143530.0,134705.0
2025-12-02,Staten Island,11432,10551.0,11848.0,10289.0
2025-12-03,Bronx,87496,88547.0,99112.0,86745.0
2025-12-03,Brooklyn,172925,180282.0,185071.0,177647.0
2025-12-03,EWR,0,0.0,0.0,0.0
2025-12-03,Manhattan,265066,279117.0,214355.0,273635.0
2025-12-03,Queens,146380,155968.0,152861.0,143226.0
2025-12-03,Staten Island,11618,11432.0,13843.0,11195.0
2025-12-04,Bronx,97711,87496.0,118151.0,93353.0
2025-12-04,Brooklyn,197787,172925.0,191696.0,185987.0
2025-12-04,EWR,0,0.0,0.0,0.0
2025-12-04,Manhattan,299946,265066.0,191483.0,281319.0
2025-12-04,Queens,157458,146380.0,148414.0,146108.0
2025-12-04,Staten Island,12651,11618.0,11771.0,11646.0
2025-12-05,Bronx,111240,97711.0,99332.0,104713.0
2025-12-05,Brooklyn,229347,197787.0,164627.0,213498.0
2025-12-05,EWR,0,0.0,0.0,0.0
2025-12-05,Manhattan,331575,299946.0,190420.0,284856.0
2025-12-05,Queens,178181,157458.0,140495.0,164928.0
2025-12-05,Staten Island,14064,12651.0,10740.0,13074.0
2025-12-06,Bronx,98757,111240.0,86845.0,100287.0
2025-12-06,Brooklyn,251761,229347.0,176290.0,242649.0
2025-12-06,EWR,0,0.0,0.0,0.0
2025-12-06,Manhattan,343805,331575.0,219443.0,309759.0
2025-12-06,Queens,166907,178181.0,148459.0,166762.0
2025-12-06,Staten Island,12053,14064.0,10507.0,11379.0
2025-12-07,Bronx,84543,98757.0,76858.0,85342.0
2025-12-07,Brooklyn,218134,251761.0,175111.0,207331.0
2025-12-07,EWR,0,0.0,0.0,0.0
2025-12-07,Manhattan,278952,343805.0,212560.0,249306.0
2025-12-07,Queens,156439,166907.0,150940.0,149286.0
2025-12-07,Staten Island,9448,12053.0,8508.0,9208.0
2025-12-08,Bronx,89335,84543.0,82383.0,83355.0
2025-12-08,Brooklyn,179357,218134.0,156454.0,159308.0
2025-12-08,EWR,0,0.0,0.0,0.0
2025-12-08,Manhattan,262217,278952.0,211771.0,206300.0
2025-12-08,Queens,155397,156439.0,149188.0,132223.0
2025-12-08,Staten Island,11300,9448.0,10551.0,10681.0
2025-12-09,Bronx,89544,89335.0,88547.0,92930.0
2025-12-09,Brooklyn,178023,179357.0,180282.0,182102.0
2025-12-09,EWR,0,0.0,0.0,0.0
2025-12-09,Manhattan,288312,262217.0,279117.0,234921.0
2025-12-09,Queens,149512,155397.0,155968.0,143530.0
2025-12-09,Staten Island,11473,11300.0,11432.0,11848.0
2025-12-10,Bronx,90902,89544.0,87496.0,99112.0
2025-12-10,Brooklyn,185827,178023.0,172925.0,185071.0
2025-12-10,EWR,0,0.0,0.0,0.0
2025-12-10,Manhattan,297888,288312.0,265066.0,214355.0
2025-12-10,Queens,153140,149512.0,146380.0,152861.0
2025-12-10,Staten Island,11864,11473.0,11618.0,13843.0
2025-12-11,Bronx,98382,90902.0,97711.0,118151.0
2025-12-11,Brooklyn,204767,185827.0,197787.0,191696.0
2025-12-11,EWR,1,0.0,0.0,0.0
2025-12-11,Manhattan,313978,297888.0,299946.0,191483.0
2025-12-11,Queens,160525,153140.0,157458.0,148414.0
2025-12-11,Staten Island,12900,11864.0,12651.0,11771.0
2025-12-12,Bronx,110708,98382.0,111240.0,99332.0
2025-12-12,Brooklyn,236932,204767.0,229347.0,164627.0
2025-12-12,EWR,0,1.0,0.0,0.0
2025-12-12,Manhattan,336405,313978.0,331575.0,190420.0
2025-12-12,Queens,187328,160525.0,178181.0,140495.0
2025-12-12,Staten Island,14210,12900.0,14064.0,10740.0
2025-12-13,Bronx,102361,110708.0,98757.0,86845.0
2025-12-13,Brooklyn,275523,236932.0,251761.0,176290.0
2025-12-13,EWR,0,0.0,0.0,0.0
2025-12-13,Manhattan,360043,336405.0,343805.0,219443.0
2025-12-13,Queens,178353,187328.0,166907.0,148459.0
2025-12-13,Staten Island,12770,14210.0,12053.0,10507.0
2025-12-14,Bronx,84430,102361.0,84543.0,76858.0
2025-12-14,Brooklyn,240022,275523.0,218134.0,175111.0
2025-12-14,EWR,0,0.0,0.0,0.0
2025-12-14,Manhattan,296840,360043.0,278952.0,212560.0
2025-12-14,Queens,164712,178353.0,156439.0,150940.0
2025-12-14,Staten Island,10136,12770.0,9448.0,8508.0
2025-12-15,Bronx,92972,84430.0,89335.0,82383.0
2025-12-15,Brooklyn,187915,240022.0,179357.0,156454.0
2025-12-15,EWR,0,0.0,0.0,0.0
2025-12-15,Manhattan,251811,296840.0,262217.0,211771.0
2025-12-15,Queens,168077,164712.0,155397.0,149188.0
2025-12-15,Staten Island,12223,10136.0,11300.0,10551.0
2025-12-16,Bronx,90942,92972.0,89544.0,88547.0
2025-12-16,Brooklyn,187131,187915.0,178023.0,180282.0
2025-12-16,EWR,0,0.0,0.0,0.0
2025-12-16,Manhattan,265504,251811.0,288312.0,279117.0
2025-12-16,Queens,153230,168077.0,149512.0,155968.0
2025-12-16,Staten Island,11812,12223.0,11473.0,11432.0
2025-12-17,Bronx,93380,90942.0,90902.0,87496.0
2025-12-17,Brooklyn,188332,187131.0,185827.0,172925.0
2025-12-17,EWR,0,0.0,0.0,0.0
2025-12-17,Manhattan,268538,265504.0,297888.0,265066.0
2025-12-17,Queens,150454,153230.0,153140.0,146380.0
2025-12-17,Staten Island,12217,11812.0,11864.0,11618.0
2025-12-18,Bronx,98594,93380.0,98382.0,97711.0
2025-12-18,Brooklyn,195797,188332.0,204767.0,197787.0
2025-12-18,EWR,0,0.0,1.0,0.0
2025-12-18,Manhattan,268321,268538.0,313978.0,299946.0
2025-12-18,Queens,155836,150454.0,160525.0,157458.0
2025-12-18,Staten Island,12768,12217.0,12900.0,12651.0
2025-12-19,Bronx,115589,98594.0,110708.0,111240.0
2025-12-19,Brooklyn,240224,195797.0,236932.0,229347.0
2025-12-19,EWR,1,0.0,0.0,0.0
2025-12-19,Manhattan,310189,268321.0,336405.0,331575.0
2025-12-19,Queens,190423,155836.0,187328.0,178181.0
2025-12-19,Staten Island,15231,12768.0,14210.0,14064.0
2025-12-20,Bronx,104314,115589.0,102361.0,98757.0
2025-12-20,Brooklyn,239187,240224.0,275523.0,251761.0
2025-12-20,EWR,0,1.0,0.0,0.0
2025-12-20,Manhattan,288273,310189.0,360043.0,343805.0
2025-12-20,Queens,176911,190423.0,178353.0,166907.0
2025-12-20,Staten Island,13134,15231.0,12770.0,12053.0
2025-12-21,Bronx,90623,104314.0,84430.0,84543.0
2025-12-21,Brooklyn,209467,239187.0,240022.0,218134.0
2025-12-21,EWR,0,0.0,0.0,0.0
2025-12-21,Manhattan,237392,288273.0,296840.0,278952.0
2025-12-21,Queens,156234,176911.0,164712.0,156439.0
2025-12-21,Staten Island,10595,13134.0,10136.0,9448.0
2025-12-22,Bronx,92272,90623.0,92972.0,89335.0
2025-12-22,Brooklyn,173546,209467.0,187915.0,179357.0
2025-12-22,EWR,0,0.0,0.0,0.0
2025-12-22,Manhattan,193646,237392.0,251811.0,262217.0
2025-12-22,Queens,145756,156234.0,168077.0,155397.0
2025-12-22,Staten Island,12231,10595.0,12223.0,11300.0
2025-12-23,Bronx,98562,92272.0,90942.0,89544.0
2025-12-23,Brooklyn,179367,173546.0,187131.0,178023.0
2025-12-23,EWR,1,0.0,0.0,0.0
2025-12-23,Manhattan,194346,193646.0,265504.0,288312.0
2025-12-23,Queens,154497,145756.0,153230.0,149512.0
2025-12-23,Staten Island,12786,12231.0,11812.0,11473.0
2025-12-24,Bronx,116044,98562.0,93380.0,90902.0
2025-12-24,Brooklyn,179610,179367.0,188332.0,185827.0
2025-12-24,EWR,0,1.0,0.0,0.0
2025-12-24,Manhattan,180226,194346.0,268538.0,297888.0
2025-12-24,Queens,158868,154497.0,150454.0,153140.0
2025-12-24,Staten Island,12237,12786.0,12217.0,11864.0
2025-12-25,Bronx,96956,116044.0,98594.0,98382.0
